issn_1,issn_2,quartile,title,h_index,category
21522812,21945888,Q1,Journal of Benefit-Cost Analysis,17,
09546634,,Q1,Journal of Dermatological Treatment,69,
1046560X,,Q1,Journal of Science Teacher Education,61,
10283153,,Q1,Journal of Studies in International Education,82,
21922209,21922195,Q1,Natural Products and Bioprospecting,41,
10070214,,Q1,Tsinghua Science and Technology,64,
17498546,19910150,Q1,Chinese Medicine (United Kingdom),64,
10567895,15307921,Q1,International Journal of Damage Mechanics,61,
13678868,14698374,Q2,Human Resource Development International,66,
18748988,1874897X,Q1,Child Indicators Research,52,
15535231,10780947,Q1,Discrete and Continuous Dynamical Systems- Series A,80,
17583764,17583756,Q1,European Cardiology Review,30,
27086240,,Q1,Intelligent and Converged Networks,21,
21905479,21905452,Q1,Journal of Civil Structural Health Monitoring,49,
15472450,15472442,Q1,"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations",64,
27727351,,Q1,Water Biology and Security,13,
23146745,23146753,Q2,Journal of Diabetes Research,90,
1809452X,15164446,Q2,Revista Brasileira de Psiquiatria,72,
19476035,19476043,Q1,Cartilage,52,
18727077,13826689,Q1,Environmental Toxicology and Pharmacology,111,
08856257,1469591X,Q1,European Journal of Special Needs Education,57,
24751456,,Q1,IEEE Control Systems Letters,47,
14645173,13603116,Q1,International Journal of Inclusive Education,72,
01979183,,Q1,International Migration Review,120,
08943257,10990771,Q1,Journal of Behavioral Decision Making,96,
15736644,01467239,Q1,Motivation and Emotion,108,
15422119,,Q1,Separation and Purification Reviews,71,
16187598,14396637,Q1,European Journal of Health Economics,71,
16112156,,Q1,EXCLI Journal,62,
22118179,22118160,Q1,Global Heart,55,
07351933,,Q1,International Communications in Heat and Mass Transfer,153,
26321823,,Q1,JAC-Antimicrobial Resistance,29,
11786965,,Q1,Journal of Asthma and Allergy,45,
0743684X,10988947,Q1,Journal of Reconstructive Microsurgery,66,
2452073X,,Q1,Neurobiology of Pain,22,
15253171,00325791,Q1,Poultry Science,182,
00338362,18266983,Q1,Radiologia Medica,65,
14455781,,Q1,Reproductive Medicine and Biology,42,
09546111,15323064,Q1,Respiratory Medicine,145,
15736849,09673849,Q2,Chromosome Research,91,
13657305,13657313,Q1,Aquaculture Economics and Management,46,
25902520,,Q1,City and Environment Interactions,21,
20573189,20573170,Q1,Journal of Global Security Studies,25,
20930887,20930879,Q1,Journal of Neurogastroenterology and Motility,66,
00316768,14322013,Q1,Pflugers Archiv European Journal of Physiology,151,
29937175,,Q1,"Alcohol, Clinical and Experimental Research",175,
2214157X,,Q1,Case Studies in Thermal Engineering,87,
2504110X,,Q1,Digital Biomarkers,29,
20566646,,Q1,Global Challenges,46,
23299304,23299290,Q1,IEEE/ACM Transactions on Audio Speech and Language Processing,92,
26898381,,Q1,JBI Evidence Synthesis,49,
14699486,0309877X,Q1,Journal of Further and Higher Education,59,
16190033,13142488,Q1,NeoBiota,41,
17579139,17579147,Q1,Perspectives in Public Health,62,
1573188X,03610365,Q1,Research in Higher Education,110,
25243489,,Q2,Neurological Research and Practice,24,
17484995,17485002,Q1,Annals of Actuarial Science,20,
20565909,,Q1,Clinical Hypertension,25,
14396319,14396327,Q1,European Journal of Applied Physiology,167,
07400020,10959998,Q1,Food Microbiology,152,
25763199,25763180,Q1,IEEE Internet of Things Magazine,29,
15403602,00918369,Q1,Journal of Homosexuality,95,
09276505,,Q1,Astroparticle Physics,124,
17533740,18781608,Q1,Best Practice and Research in Clinical Anaesthesiology,86,
23523840,14992671,Q1,Canadian Journal of Diabetes,59,
10902643,00191035,Q1,Icarus,177,
10772626,,Q1,IEEE Transactions on Visualization and Computer Graphics,175,
15323641,19435622,Q1,International Journal of Geomechanics,94,
25244914,25244906,Q1,Quantum Machine Intelligence,23,
21573913,21573905,Q1,"Sport, Exercise, and Performance Psychology",39,
10959289,10543139,Q1,ICES Journal of Marine Science,145,
21662525,,Q1,SIAM-ASA Journal on Uncertainty Quantification,40,
25895486,,Q1,Algebraic Combinatorics,13,
13606441,14679841,Q1,Journal of Sociolinguistics,68,
10426914,15322475,Q1,Materials and Manufacturing Processes,96,
15561836,09546553,Q1,Terrorism and Political Violence,64,
24683124,,Q1,Water Security,29,
23523808,,Q1,Geomechanics for Energy and the Environment,35,
00207683,,Q1,International Journal of Solids and Structures,207,
15475069,15276546,Q1,Journal of Nursing Scholarship,98,
23529520,,Q1,OpenNano,30,
17574749,,Q1,Gut Pathogens,61,
25890360,22265856,Q1,Journal of Urban Management,38,
14681366,,Q1,"Pedagogy, Culture and Society",49,
10429832,10982418,Q1,Random Structures and Algorithms,73,
07244983,14338726,Q1,World Journal of Urology,104,
14684489,09639284,Q1,Accounting Education,54,
19769148,20054483,Q1,Biomolecules and Therapeutics,61,
10564993,15580490,Q1,Child and Adolescent Psychiatric Clinics of North America,88,
13110454,13142224,Q1,Fractional Calculus and Applied Analysis,69,
10985522,00199567,Q1,Infection and Immunity,249,
13612026,,Q1,Journal of Fashion Marketing and Management,72,
26734176,,Q1,Polysaccharides,20,
00457906,,Q1,Computers and Electrical Engineering,106,
17425247,,Q1,Expert Opinion on Drug Delivery,141,
19475713,19475705,Q1,"Geomatics, Natural Hazards and Risk",66,
2666660X,20970129,Q1,Regional Sustainability,20,
00052728,18792650,Q1,Biochimica et Biophysica Acta - Bioenergetics,198,
26736187,,Q1,Frontiers in Remote Sensing,18,
17448301,14796694,Q1,Future Oncology,96,
17581060,13558196,Q1,Journal of Health Services Research and Policy,86,
01468693,1465735X,Q1,Journal of Pediatric Psychology,143,
15210111,0026895X,Q1,Molecular Pharmacology,215,
00397857,15730964,Q1,Synthese,89,
22150013,,Q2,Schizophrenia Research: Cognition,31,
15732800,00040002,Q1,Archives of Sexual Behavior,140,
21655987,21655979,Q1,Bioengineered,67,
0169555X,1872695X,Q1,Geomorphology,204,
14321246,03400131,Q1,International Archives of Occupational and Environmental Health,105,
10943420,17412846,Q1,International Journal of High Performance Computing Applications,69,
03088839,,Q1,Maritime Policy and Management,75,
26403501,,Q1,Mathematics in Engineering,15,
02765624,,Q1,Research in Social Stratification and Mobility,61,
20726651,,Q1,Toxins,128,
14343916,09368051,Q1,Archives of Orthopaedic and Trauma Surgery,98,
09205861,,Q1,Catalysis Today,247,
11108665,20904754,Q1,Egyptian Informatics Journal,53,
10859489,15298027,Q1,Journal of the Peripheral Nervous System,79,
22110356,22110348,Q1,Multiple Sclerosis and Related Disorders,70,
00287881,,Q1,New York University Law Review,64,
17088569,18670687,Q1,World Journal of Pediatrics,51,
15525708,08919887,Q2,Journal of Geriatric Psychiatry and Neurology,82,
22146350,22146369,Q1,Journal of Behavioral and Experimental Finance,46,
20556225,,Q1,Journal of Service Theory and Practice,104,
1757997X,17579961,Q1,"Law, Innovation and Technology",27,
18749968,0041624X,Q1,Ultrasonics,118,
14657309,10673229,Q2,Harvard Review of Psychiatry,94,
18672469,18672450,Q1,Biophysical Reviews,71,
21965641,,Q1,Chemical and Biological Technologies in Agriculture,48,
10715797,10902465,Q1,Finite Fields and their Applications,57,
15596834,0899823X,Q1,Infection Control and Hospital Epidemiology,156,
09204741,15731650,Q1,Water Resources Management,135,
10568727,1873460X,Q2,Journal of Diabetes and its Complications,104,
27305988,2730597X,Q1,Circular Economy and Sustainability,29,
01471767,,Q1,International Journal of Intercultural Relations,107,
15524574,10506519,Q1,Journal of Business and Technical Communication,48,
15260550,15260542,Q1,Paediatric Respiratory Reviews,79,
15737853,03042421,Q1,Theory and Society,94,
02713586,10970274,Q1,American Journal of Industrial Medicine,120,
1472684X,,Q1,BMC Palliative Care,62,
15452301,07317115,Q1,Clinical Gerontologist,46,
01429418,,Q1,Polymer Testing,131,
07554982,22130276,Q1,Presse Medicale,60,
26376113,,Q1,ACS Applied Electronic Materials,64,
27695247,,Q1,Chemical Synthesis,14,
09697764,14617145,Q1,European Urban and Regional Studies,79,
23519894,,Q1,Global Ecology and Conservation,80,
09660410,13652524,Q1,Health and Social Care in the Community,85,
26891808,,Q1,IEEE Transactions on Quantum Engineering,28,
09505849,,Q1,Information and Software Technology,130,
23738065,,Q1,npj Microgravity,42,
08870446,14768321,Q1,Psychology and Health,113,
15527557,10497323,Q1,Qualitative Health Research,144,
17284465,00393665,Q1,Studies in Family Planning,79,
19883218,00825638,Q1,Trabajos de Prehistoria,28,
17474132,17474124,Q2,Expert Review of Gastroenterology and Hepatology,73,
10979883,03602532,Q1,Drug Metabolism Reviews,113,
26441349,,Q1,IEEE Open Journal of the Solid-State Circuits Society,13,
23134321,,Q1,Recycling,41,
18727441,0165232X,Q1,Cold Regions Science and Technology,108,
12292370,19765541,Q1,Journal of Communications and Networks,60,
10958622,08899746,Q1,Journal of Fluids and Structures,135,
1664073X,1663487X,Q1,Quantum Topology,18,
21680582,21680566,Q1,Transportmetrica B,36,
00332720,15736709,Q2,Psychiatric Quarterly,67,
15729125,00063835,Q1,BIT Numerical Mathematics,67,
02632136,14602229,Q1,Family Practice,116,
14320703,00904341,Q1,Archives of Environmental Contamination and Toxicology,129,
14726947,,Q1,BMC Medical Informatics and Decision Making,107,
23796227,,Q1,Computational Psychiatry,11,
24522627,,Q1,FlatChem,46,
26665662,,Q1,Food Chemistry: Molecular Sciences,21,
1572963X,13853457,Q1,Journal of Management and Governance,65,
22121374,,Q2,Journal of Bone Oncology,41,
1751732X,17517311,Q1,Animal,133,
13867857,,Q1,Cluster Computing,80,
00983004,,Q1,Computers and Geosciences,161,
15254135,19447884,Q1,Journal of Acquired Immune Deficiency Syndromes (1999),176,
03784754,,Q1,Mathematics and Computers in Simulation,96,
22398031,,Q1,"Research in Psychotherapy: Psychopathology, Process and Outcome",21,
20953127,21953597,Q1,Advances in Manufacturing,46,
21974365,,Q1,Bioresources and Bioprocessing,57,
10627197,15326977,Q1,Educational Assessment,38,
1530437X,,Q1,IEEE Sensors Journal,172,
08858624,,Q1,Journal of Business and Industrial Marketing,88,
03091708,,Q1,Advances in Water Resources,170,
27719588,2771957X,Q1,IEEE Microwave and Wireless Technology Letters,136,
1042444X,,Q1,Journal of Multinational Financial Management,61,
14711788,13651501,Q2,International Journal of Psychiatry in Clinical Practice,47,
11100168,20902670,Q1,Alexandria Engineering Journal,112,
1364548X,13597345,Q1,Chemical Communications,387,
15729885,01686577,Q1,European Journal of Population,66,
17597188,17597196,Q1,Journal of Human Rights and the Environment,17,
10872981,,Q1,Medical Education Online,55,
15536610,18689884,Q1,Sexuality Research and Social Policy,56,
13679430,14691795,Q1,Animal Conservation,101,
02484900,1768322X,Q1,Biology of the Cell,96,
27313654,,Q1,Biotechnology for Biofuels and Bioproducts,139,
18152406,19917120,Q1,Communications in Computational Physics,73,
14720701,,Q1,Corporate Governance (Bingley),85,
01419870,14664356,Q1,Ethnic and Racial Studies,125,
25781863,,Q1,Human Behavior and Emerging Technologies,40,
14325195,03412695,Q1,International Orthopaedics,116,
25899155,,Q1,Journal of Hydrology X,21,
00303755,14230267,Q1,Ophthalmologica,74,
17563305,,Q1,Parasites and Vectors,120,
24680230,,Q1,Surfaces and Interfaces,80,
02508281,23200308,Q1,Tourism Recreation Research,68,
01470272,15356345,Q2,Current Problems in Cancer,51,
23738227,,Q1,ACS Infectious Diseases,69,
15204812,10431802,Q1,Bioconjugate Chemistry,199,
14712334,,Q1,BMC Infectious Diseases,137,
19207476,00084263,Q1,Canadian Journal of Public Health,84,
14310635,14310643,Q1,Documenta Mathematica,36,
21957819,,Q1,"Life Sciences, Society and Policy",27,
20900716,20900708,Q2,Journal of Obesity,70,
03010511,18736246,Q1,Biological Psychology,152,
2215017X,,Q1,Biotechnology Reports,74,
02728842,,Q1,Ceramics International,170,
14728214,17447623,Q1,Expert Opinion on Emerging Drugs,58,
13846647,,Q1,Interpreting,45,
25900986,,Q1,Medicine in Drug Discovery,21,
2193651X,21938237,Q1,Pain and Therapy,41,
14302772,03400727,Q1,Psychological Research,93,
09520767,17494192,Q1,Public Policy and Administration,50,
18779603,1877959X,Q1,Ticks and Tick-borne Diseases,66,
15375129,15375110,Q1,Biosystems Engineering,142,
14653362,09595236,Q1,Drug and Alcohol Review,92,
1873734X,10107940,Q1,European Journal of Cardio-thoracic Surgery,158,
15328392,00468177,Q1,Human Pathology,159,
23995300,,Q1,Innovation in Aging,34,
15733521,01607715,Q1,Journal of Behavioral Medicine,113,
10902724,00220000,Q1,Journal of Computer and System Sciences,106,
15734919,03008177,Q1,Molecular and Cellular Biochemistry,140,
24699934,24699926,Q1,Physical Review A,307,
20440375,13548166,Q1,Tourism Economics,78,
16512057,00015555,Q1,Acta Dermato-Venereologica,101,
1532480X,10888691,Q1,Applied Developmental Science,85,
05704928,1520569X,Q1,Applied Spectroscopy Reviews,86,
14712180,,Q1,BMC Microbiology,147,
19317565,19317557,Q1,Brain Imaging and Behavior,72,
13652427,00465070,Q1,Freshwater Biology,183,
10748407,1552549X,Q1,Journal of Family Nursing,53,
19302975,,Q1,Judgment and Decision Making,78,
20551010,,Q1,npj Primary Care Respiratory Medicine,43,
15527565,10778004,Q1,Qualitative Inquiry,111,
24682020,,Q1,Current Opinion in Toxicology,46,
18736130,1570677X,Q1,Economics and Human Biology,70,
21676984,21676968,Q1,Emerging Adulthood,48,
15407977,,Q1,IEEE Power and Energy Magazine,99,
03050041,14698064,Q1,Mathematical Proceedings of the Cambridge Philosophical Society,49,
26416549,26416530,Q1,"PHAGE: Therapy, Applications, and Research",13,
20507283,,Q1,BMC Psychology,49,
15513114,15513122,Q1,Foundations and Trends in Entrepreneurship,40,
16603397,,Q1,Marine Drugs,174,
01884409,18735487,Q1,Archives of Medical Research,100,
19306180,10842020,Q1,ILAR Journal,95,
00218693,1090266X,Q1,Journal of Algebra,86,
16005775,09090495,Q1,Journal of Synchrotron Radiation,120,
15314995,0023852X,Q1,Laryngoscope,183,
14617277,13591053,Q2,Journal of Health Psychology,112,
22146628,,Q1,Current Plant Biology,35,
07448481,,Q1,Journal of American College Health,117,
14643758,13693034,Q1,Journal of International Economic Law,62,
00251747,,Q1,Management Decision,138,
15297535,19473893,Q1,Pediatric Critical Care Medicine,111,
15448444,,Q1,"Population, Space and Place",95,
24519049,,Q1,Thermal Science and Engineering Progress,67,
2667291X,26672901,Q2,Cells and Development,153,
22962565,,Q1,Frontiers in Public Health,119,
23638427,23638419,Q1,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,40,
10991069,02780232,Q1,Hematological Oncology,57,
15327051,07370024,Q1,Human-Computer Interaction,82,
17555345,,Q1,Journal of Choice Modelling,42,
14712962,1364503X,Q1,"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences",204,
07490690,18798853,Q2,Clinics in Geriatric Medicine,94,
15526712,15344843,Q2,Human Resource Development Review,68,
16614917,0004069X,Q1,Archivum Immunologiae et Therapiae Experimentalis,76,
26668939,,Q1,Carbohydrate Polymer Technologies and Applications,38,
18632513,18632505,Q1,Cliometrica,26,
00168033,19422156,Q1,Geophysics,220,
17441331,1744134X,Q1,"Health Economics, Policy and Law",47,
20444761,20444753,Q2,Catalysis Science and Technology,155,
10864415,15579301,Q1,International Journal of Electronic Commerce,100,
14697823,00472794,Q1,Journal of Social Policy,84,
17425689,17425662,Q1,Journal of the Royal Society Interface,177,
15350665,00978507,Q1,Language,98,
14684527,14684535,Q1,Online Information Review,78,
15360067,15352188,Q1,Seminars in Plastic Surgery,45,
26660539,,Q1,Sensors and Actuators Reports,31,
14767961,,Q2,Clinical and Molecular Allergy,45,
13882481,,Q2,Electrochemistry Communications,219,
23691999,,Q2,JMIR Cancer,28,
19364733,10461310,Q1,Current Psychology,69,
26618974,,Q1,"Food Production, Processing and Nutrition",24,
15672409,15672395,Q1,Foundations and Trends in Finance,24,
18154654,18157556,Q1,International Journal of Central Banking,41,
15572625,15587118,Q1,Journal of the American Board of Family Medicine,97,
15731898,0157244X,Q1,Research in Science Education,72,
2076393X,,Q1,Vaccines,97,
26670747,,Q1,Biophysical Reports,10,
00983063,,Q1,IEEE Transactions on Consumer Electronics,116,
27215032,27215040,Q1,Journal of Islamic Law,8,
14322218,09302794,Q1,Surgical Endoscopy,178,
1664042X,,Q2,Frontiers in Physiology,175,
20414137,20414145,Q2,Frontline Gastroenterology,31,
00204277,15731952,Q1,Instructional Science,95,
20050399,20050380,Q1,Journal of Gynecologic Oncology,56,
15328481,87557223,Q1,Journal of Professional Nursing,67,
10991557,10538569,Q1,Pharmacoepidemiology and Drug Safety,113,
27316106,,Q1,Quantum Frontiers,7,
10959327,10447431,Q2,Molecular and Cellular Neuroscience,151,
23048158,,Q1,Foods,123,
2666142X,,Q1,International Journal of Nursing Studies Advances,16,
15578615,08839441,Q1,Journal of Critical Care,109,
17565391,17565383,Q1,Journal of Evidence-Based Medicine,35,
14657333,00221503,Q1,Journal of Heredity,105,
20358377,20358385,Q2,Neurology International,29,
21599165,21599173,Q1,East European Politics,34,
23761032,23760540,Q1,Journal of Managed Care and Specialty Pharmacy,79,
1466447X,02640414,Q1,Journal of Sports Sciences,171,
01933973,,Q2,Journal of Applied Developmental Psychology,108,
16143116,05677718,Q1,Acta Mechanica Sinica/Lixue Xuebao,66,
19336969,19336950,Q1,Channels,56,
28363310,,Q1,Communications in Analysis and Mechanics,8,
13845810,1573756X,Q1,Data Mining and Knowledge Discovery,123,
22128689,,Q1,International Journal of Child-Computer Interaction,43,
09696997,,Q1,Journal of Air Transport Management,103,
08958696,15591166,Q1,Journal of Molecular Neuroscience,103,
17529921,1752993X,Q1,Journal of Plant Ecology,57,
2210464X,22104690,Q1,Journal of Remanufacturing,27,
1556276X,19317573,Q1,Nanoscale Research Letters,156,
14248247,,Q1,Pharmaceuticals,103,
20724292,,Q1,Remote Sensing,217,
14723263,13684973,Q1,Sexually Transmitted Infections,115,
23984902,,Q1,Sustainable Energy and Fuels,89,
27728099,,Q1,Total Environment Research Themes,13,
02275910,21512396,Q2,Crisis,67,
18780199,17552966,Q2,Mental Health and Physical Activity,50,
2311553X,,Q2,Non-coding RNA,43,
11094028,17561108,Q1,Chemistry Education Research and Practice,62,
18736963,09652299,Q1,Complementary Therapies in Medicine,86,
29499283,,Q1,hLife,5,
16843703,,Q1,Quality Technology and Quantitative Management,30,
15392864,0275004X,Q1,Retina,149,
22105379,,Q1,Sustainable Computing: Informatics and Systems,55,
14617471,13634615,Q1,Transcultural Psychiatry,71,
15268209,19380666,Q2,Clinical Breast Cancer,85,
15737292,13899600,Q2,Familial Cancer,70,
00219029,15591816,Q2,Journal of Applied Social Psychology,139,
03637751,14795787,Q1,Communication Monographs,88,
03755444,,Q1,Dili Xuebao/Acta Geographica Sinica,85,
10775552,,Q1,Exercise Immunology Review,63,
14639971,14639963,Q1,Interfaces and Free Boundaries,42,
15322939,01956701,Q1,Journal of Hospital Infection,143,
18790739,02715317,Q1,Nutrition Research,117,
14680629,21647402,Q1,Road Materials and Pavement Design,71,
22192808,,Q1,World Journal of Clinical Pediatrics,13,
25152564,,Q2,Contact,12,
25900056,,Q1,Array,23,
20446055,,Q1,BMJ Open,176,
14734230,14734222,Q1,Cerebellum,90,
18745482,,Q1,International Journal of Critical Infrastructure Protection,52,
15524523,07334648,Q1,Journal of Applied Gerontology,68,
14321831,03008584,Q1,Medical Microbiology and Immunology,75,
11795735,,Q2,Journal of Central Nervous System Disease,15,
22143599,22143602,Q2,Journal of Neuromuscular Diseases,43,
24423084,1907591X,Q1,Al-Ihkam: Jurnal Hukum dan Pranata Sosial,12,
02610183,1461703X,Q1,Critical Social Policy,80,
15623599,23312327,Q1,International Journal of Construction Management,53,
03770273,,Q1,Journal of Volcanology and Geothermal Research,146,
15735079,01668595,Q1,Photosynthesis Research,134,
21952248,21954194,Q1,European Journal of Futures Research,28,
22106014,22106006,Q2,Journal of Epidemiology and Global Health,41,
18678777,16744519,Q1,Earthquake Science,32,
01718177,,Q1,Entomologia Generalis,37,
26343606,,Q1,Environmental Science: Atmospheres,18,
24156310,24156302,Q1,Journal of Combinatorial Algebra,8,
10824669,,Q1,Journal of Education for Students Placed at Risk,27,
20534841,20534833,Q1,Journal of Financial Regulation,16,
22969381,22969357,Q1,Kidney Diseases,26,
14686996,,Q1,Science and Technology of Advanced Materials,122,
14320886,00095915,Q2,Chromosoma,97,
15989100,22881956,Q2,Intestinal Research,38,
14602210,01415387,Q1,European Journal of Orthodontics,105,
1077260X,15584542,Q1,IEEE Journal of Selected Topics in Quantum Electronics,178,
01900528,1551501X,Q1,Rangelands,38,
00393681,18792510,Q1,Studies in History and Philosophy of Science,55,
23056304,,Q1,Toxics,63,
10902422,00144827,Q2,Experimental Cell Research,210,
1435232X,14345161,Q2,Journal of Human Genetics,96,
14662523,14752654,Q1,Animal Health Research Reviews,72,
16652681,,Q1,Annals of Hepatology,70,
00953628,1432184X,Q1,Microbial Ecology,155,
18798500,18798519,Q1,Practical Radiation Oncology,57,
29767342,29767350,Q1,Substance Use and Addiction Journal,62,
1522726X,15221946,Q1,Catheterization and Cardiovascular Interventions,134,
15326934,10400419,Q1,Creativity Research Journal,107,
15317072,10705295,Q1,Current Opinion in Critical Care,105,
13675494,,Q1,European Journal of Cultural Studies,62,
00223476,10976833,Q1,Journal of Pediatrics,246,
20496613,,Q1,Review of Education,31,
15022269,15022250,Q1,Scandinavian Journal of Hospitality and Tourism,63,
25901982,,Q1,Transportation Research Interdisciplinary Perspectives,56,
22119264,,Q1,Algal Research,110,
1523536X,07307659,Q1,Birth,96,
0250832X,1476542X,Q1,Dentomaxillofacial Radiology,89,
18787657,18787649,Q1,European Geriatric Medicine,45,
24059595,,Q1,ICT Express,54,
17566274,17566266,Q1,International Journal of Gender and Entrepreneurship,51,
10407294,,Q1,Journal of Dynamics and Differential Equations,57,
19959133,16841182,Q1,"Journal of Microbiology, Immunology and Infection",78,
0047259X,10957243,Q1,Journal of Multivariate Analysis,93,
09574271,18786464,Q1,Journal of Vestibular Research: Equilibrium and Orientation,68,
00948373,19385331,Q1,Paleobiology,106,
25158414,,Q1,Therapeutic Advances in Ophthalmology,22,
19428537,00419907,Q1,University of Pennsylvania Law Review,73,
20762607,,Q2,Microorganisms,112,
0305764X,14693577,Q1,Cambridge Journal of Education,77,
20901321,2090133X,Q1,Depression Research and Treatment,39,
0168874X,,Q1,Finite Elements in Analysis and Design,94,
15283488,1532706X,Q1,Identity,41,
1464374X,09528873,Q1,Journal of Environmental Law,41,
20493738,2049372X,Q1,Meditari Accountancy Research,50,
22113355,,Q1,Preventive Medicine Reports,60,
16180984,07232020,Q1,Systematic and Applied Microbiology,121,
15558932,18653499,Q2,Genes and Nutrition,69,
03064522,18737544,Q2,Neuroscience,254,
14772566,14653249,Q1,Cytotherapy,109,
17497728,,Q1,Education for Chemical Engineers,36,
01425455,,Q1,Employee Relations,73,
16625153,,Q1,Frontiers in Behavioral Neuroscience,106,
20962487,25892975,Q1,International Journal of Innovation Studies,22,
22919694,,Q1,JMIR Medical Informatics,55,
18760341,1876035X,Q1,Journal of Infection and Public Health,73,
17502977,17502985,Q1,Journal of Intervention and Statebuilding,28,
14321750,03412040,Q1,Lung,74,
14653931,00313025,Q1,Pathology,81,
26328828,,Q1,Quantitative Plant Biology,9,
10534296,15329461,Q1,Seminars in Radiation Oncology,107,
26410397,,Q1,Sexual and Reproductive Health Matters,70,
10963642,00244082,Q1,Zoological Journal of the Linnean Society,99,
21924406,21924414,Q1,EURO Journal on Computational Optimization,22,
17412730,14748851,Q1,European Journal of Political Theory,39,
13652265,03000664,Q2,Clinical Endocrinology,169,
02806509,,Q2,"Tellus, Series B: Chemical and Physical Meteorology",114,
15592030,15517144,Q1,Contemporary Clinical Trials,79,
01678655,,Q1,Pattern Recognition Letters,188,
14628910,14631318,Q2,Colorectal Disease,110,
00032670,18734324,Q1,Analytica Chimica Acta,245,
0003682X,1872910X,Q1,Applied Acoustics,113,
1997003X,19942060,Q1,Engineering Applications of Computational Fluid Mechanics,63,
09441344,16147499,Q1,Environmental Science and Pollution Research,212,
19362293,10641297,Q1,Experimental and Clinical Psychopharmacology,104,
27730492,,Q1,Hygiene and Environmental Health Advances,10,
15980316,21581606,Q1,Journal of Information Display,33,
20495838,20495846,Q1,Migration Studies,23,
25244442,2096496X,Q1,"Visual Computing for Industry, Biomedicine, and Art",24,
0392856X,1593098X,Q2,Clinical and Experimental Rheumatology,112,
01632116,15732568,Q2,Digestive Diseases and Sciences,146,
14712164,,Q1,BMC Genomics,208,
15356841,,Q1,City and Community,50,
14694417,01433857,Q1,Ergodic Theory and Dynamical Systems,62,
18727727,0720048X,Q1,European Journal of Radiology,139,
15581691,03649059,Q1,IEEE Journal of Oceanic Engineering,118,
09648305,,Q1,International Biodeterioration and Biodegradation,141,
15451550,15266028,Q1,Journal of Endovascular Therapy,112,
10462023,10959130,Q1,Methods,176,
13871811,,Q1,Microporous and Mesoporous Materials,199,
14653915,03054985,Q1,Oxford Review of Education,81,
00029343,15557162,Q1,American Journal of Medicine,262,
23525568,,Q1,Anaesthesia Critical Care and Pain Medicine,52,
15737241,09203206,Q1,Cardiovascular Drugs and Therapy,83,
15383199,15385442,Q1,Current Problems in Pediatric and Adolescent Health Care,60,
14321122,09492984,Q1,Finance and Stochastics,56,
23639849,,Q1,Journal for Deradicalization,12,
08944105,19311559,Q1,Neuropsychology,150,
2469990X,,Q1,Physical Review Fluids,64,
1466853X,18731600,Q1,Physical Therapy in Sport,66,
10989048,10693424,Q1,Seminars in Respiratory and Critical Care Medicine,82,
18729134,08832927,Q1,Applied Geochemistry,163,
23687460,,Q1,Arctic Science,19,
18764053,18764045,Q1,Hague Journal on the Rule of Law,27,
0885579X,19432763,Q1,Journal of Personality Disorders,109,
15576051,15335399,Q1,ACM Transactions on Internet Technology,71,
15918890,15919528,Q1,Clinical and Experimental Medicine,59,
14750198,01587919,Q1,Distance Education,74,
1365232X,09699988,Q1,"Engineering, Construction and Architectural Management",82,
16000609,09024441,Q1,European Journal of Haematology,99,
0301472X,18732399,Q1,Experimental Hematology,131,
10126902,,Q1,International Review for the Sociology of Sport,76,
15524558,00957984,Q1,Journal of Black Psychology,71,
10983007,15384772,Q1,Journal of Positive Behavior Interventions,74,
15502724,15502716,Q1,LEUKOS - Journal of Illuminating Engineering Society of North America,38,
0302282X,14230224,Q1,Neuropsychobiology,95,
00303992,,Q1,Optics and Laser Technology,116,
0926860X,18733875,Q2,Applied Catalysis A: General,244,
24078646,14124734,Q1,Ahkam: Jurnal Ilmu Syariah,12,
14664445,13527266,Q1,Journal of Marketing Communications,64,
26835894,,Q1,Reports in Mechanical Engineering,23,
17550211,17550203,Q1,Review of Symbolic Logic,33,
15563669,15305627,Q1,Telemedicine and e-Health,100,
23520132,,Q1,International Journal of Nursing Sciences,44,
26325330,18590020,Q1,Journal of Economics and Development,22,
15733688,10530487,Q1,Journal of Occupational Rehabilitation,89,
00333174,15347796,Q2,Psychosomatic Medicine,214,
19297750,,Q1,Journal of Learning Analytics,26,
00310182,,Q1,"Palaeogeography, Palaeoclimatology, Palaeoecology",184,
0158037X,1470126X,Q1,Studies in Continuing Education,44,
23249943,23249935,Q1,Transportmetrica A: Transport Science,55,
09571787,,Q1,Utilities Policy,68,
26253410,,Q1,Clinical Psychology in Europe,17,
16625145,,Q1,Frontiers in Integrative Neuroscience,83,
10709932,,Q1,IEEE Robotics and Automation Magazine,109,
26661543,,Q1,Journal of Agriculture and Food Research,45,
10778012,15528448,Q1,Violence Against Women,120,
19480210,,Q1,World Journal of Stem Cells,41,
22181989,,Q2,Metabolites,79,
22133054,,Q1,Anthropocene,47,
23479825,,Q1,Chemical Biology Letters,17,
27725715,20970323,Q1,ChemPhysMater,14,
10897801,,Q1,IEEE Internet Computing,122,
21915040,,Q1,Journal of Applied Volcanology,35,
14699680,13676261,Q1,Journal of Youth Studies,77,
14230356,00257931,Q2,Respiration,100,
